Date,ZIP Code,Number of Cases
4/28/2021,45238,6
4/28/2021,45239,5
4/28/2021,45240,3
4/28/2021,45241,2
4/28/2021,45242,1
4/28/2021,45243,1
4/28/2021,45244,1
4/28/2021,45246,1
4/28/2021,45248,2
4/28/2021,45251,5
4/28/2021,45255,1
4/29/2021,45030,2
4/29/2021,45202,4
4/29/2021,45204,1
4/29/2021,45206,2
4/29/2021,45207,3
4/29/2021,45208,1
4/29/2021,45209,1
4/29/2021,45211,5
4/29/2021,45212,3
4/29/2021,45214,3
4/29/2021,45215,2
4/29/2021,45216,1
4/29/2021,45219,1
4/29/2021,45220,3
4/29/2021,45223,3
4/29/2021,45224,1
4/29/2021,45225,3
4/29/2021,45226,2
4/29/2021,45227,2
4/29/2021,45229,1
4/29/2021,45230,2
4/29/2021,45231,3
4/29/2021,45233,1
4/29/2021,45236,1
4/29/2021,45237,3
4/29/2021,45238,2
4/29/2021,45239,4
4/29/2021,45240,4
4/29/2021,45241,1
4/29/2021,45242,2
4/29/2021,45246,3
4/29/2021,45247,1
4/29/2021,45248,1
4/29/2021,45249,1
4/29/2021,45252,1
4/30/2021,45002,4
4/30/2021,45030,2
4/30/2021,45041,1
4/30/2021,45140,4
4/30/2021,45202,5
4/30/2021,45205,4
4/30/2021,45206,1
4/30/2021,45207,2
4/30/2021,45208,1
4/30/2021,45211,7
4/30/2021,45212,6
4/30/2021,45213,1
4/30/2021,45214,3
4/30/2021,45215,2
4/30/2021,45216,1
4/30/2021,45219,3
4/30/2021,45220,1
4/30/2021,45223,1
4/30/2021,45224,4
4/30/2021,45225,1
4/30/2021,45226,1
4/30/2021,45227,3
4/30/2021,45229,6
4/30/2021,45230,2
4/30/2021,45231,5
4/30/2021,45232,2
4/30/2021,45236,2
4/30/2021,45237,2
4/30/2021,45238,2
4/30/2021,45239,1
4/30/2021,45240,4
4/30/2021,45242,1
4/30/2021,45246,2
4/30/2021,45247,2
4/30/2021,45248,1
4/30/2021,45251,2
4/30/2021,45252,1
5/1/2021,45002,2
5/1/2021,45052,1
5/1/2021,45205,3
5/1/2021,45206,2
5/1/2021,45207,2
5/1/2021,45211,1
5/1/2021,45212,1
5/1/2021,45213,2
5/1/2021,45215,2
5/1/2021,45216,1
5/1/2021,45218,1
5/1/2021,45220,2
5/1/2021,45223,1
5/1/2021,45224,2
5/1/2021,45225,2
5/1/2021,45227,1
5/1/2021,45229,1
5/1/2021,45230,1
5/1/2021,45231,1
5/1/2021,45233,1
5/1/2021,45237,3
5/1/2021,45238,6
5/1/2021,45239,3
5/1/2021,45240,3
5/1/2021,45241,1
5/1/2021,45244,1
5/1/2021,45249,2
5/1/2021,45251,3
5/2/2021,45002,1
5/2/2021,45140,1
5/2/2021,45202,1
5/2/2021,45203,1
5/2/2021,45205,2
5/2/2021,45207,1
5/2/2021,45211,2
5/2/2021,45213,2
5/2/2021,45214,2
5/2/2021,45215,1
5/2/2021,45217,1
5/2/2021,45219,2
5/2/2021,45220,1
5/2/2021,45223,1
5/2/2021,45224,2
5/2/2021,45225,1
5/2/2021,45226,1
5/2/2021,45227,1
5/2/2021,45229,2
5/2/2021,45230,1
5/2/2021,45231,3
5/2/2021,45232,1
5/2/2021,45236,1
5/2/2021,45237,3
5/2/2021,45238,3
5/2/2021,45239,3
5/2/2021,45240,3
5/2/2021,45242,3
5/2/2021,45244,2
5/2/2021,45247,1
5/2/2021,45248,2
5/2/2021,45249,4
5/2/2021,45255,3
5/3/2021,45002,1
5/3/2021,45030,1
5/3/2021,45140,1
5/3/2021,45174,1
5/3/2021,45202,3
5/3/2021,45205,6
5/3/2021,45206,1
5/3/2021,45211,5
5/3/2021,45212,1
5/3/2021,45214,4
5/3/2021,45215,2
5/3/2021,45219,3
5/3/2021,45223,1
5/3/2021,45224,2
5/3/2021,45227,1
5/3/2021,45229,4
5/3/2021,45231,6
5/3/2021,45233,1
5/3/2021,45238,5
5/3/2021,45239,2
5/3/2021,45240,5
5/3/2021,45242,1
5/3/2021,45243,1
5/3/2021,45249,1
5/3/2021,45251,2
5/3/2021,45255,3
5/4/2021,45002,1
5/4/2021,45030,2
5/4/2021,45140,2
5/4/2021,45202,2
5/4/2021,45205,1
5/4/2021,45206,1
5/4/2021,45207,1
5/4/2021,45209,1
5/4/2021,45211,5
5/4/2021,45212,1
5/4/2021,45214,2
5/4/2021,45215,2
5/4/2021,45216,2
5/4/2021,45218,2
5/4/2021,45219,2
5/4/2021,45220,2
5/4/2021,45223,2
5/4/2021,45224,4
5/4/2021,45225,4
5/4/2021,45226,1
5/4/2021,45229,2
5/4/2021,45230,2
5/4/2021,45231,1
5/4/2021,45232,3
5/4/2021,45236,1
5/4/2021,45237,3
5/4/2021,45238,3
5/4/2021,45239,7
5/4/2021,45240,6
5/4/2021,45247,2
5/4/2021,45248,2
5/4/2021,45249,1
5/4/2021,45251,3
5/4/2021,45255,1
5/5/2021,45002,1
5/5/2021,45030,2
5/5/2021,45052,1
5/5/2021,45140,2
5/5/2021,45202,1
5/5/2021,45203,1
5/5/2021,45205,4
5/5/2021,45206,1
5/5/2021,45207,2
5/5/2021,45211,2
5/5/2021,45212,2
5/5/2021,45213,1
5/5/2021,45214,8
5/5/2021,45215,3
5/5/2021,45216,2
5/5/2021,45218,2
5/5/2021,45220,1
5/5/2021,45223,4
5/5/2021,45224,5
5/5/2021,45225,4
5/5/2021,45227,2
5/5/2021,45229,1
5/5/2021,45230,1
5/5/2021,45231,3
5/5/2021,45232,7
5/5/2021,45236,2
5/5/2021,45237,2
5/5/2021,45238,6
5/5/2021,45239,4
5/5/2021,45240,5
5/5/2021,45241,1
5/5/2021,45242,2
5/5/2021,45244,3
5/5/2021,45251,1
5/6/2021,45030,1
5/6/2021,45052,1
5/6/2021,45140,1
5/6/2021,45202,1
5/6/2021,45204,1
5/6/2021,45205,7
5/6/2021,45206,2
5/6/2021,45211,2
5/6/2021,45213,3
5/6/2021,45214,3
5/6/2021,45215,3
5/6/2021,45219,2
5/6/2021,45223,2
5/6/2021,45224,8
5/6/2021,45225,2
5/6/2021,45227,1
5/6/2021,45229,3
5/6/2021,45231,5
5/6/2021,45232,2
5/6/2021,45233,1
5/6/2021,45237,4
5/6/2021,45238,5
5/6/2021,45239,4
5/6/2021,45240,5
5/6/2021,45242,1
5/6/2021,45244,1
5/6/2021,45246,1
5/6/2021,45247,1
5/6/2021,45248,2
5/6/2021,45251,1
5/6/2021,45252,1
5/7/2021,45030,1
5/7/2021,45140,2
5/7/2021,45205,1
5/7/2021,45206,1
5/7/2021,45208,2
5/7/2021,45211,7
5/7/2021,45212,2
5/7/2021,45214,1
5/7/2021,45215,3
5/7/2021,45216,1
5/7/2021,45217,1
5/7/2021,45220,2
5/7/2021,45224,2
5/7/2021,45227,1
5/7/2021,45229,3
5/7/2021,45230,1
5/7/2021,45231,6
5/7/2021,45233,1
5/7/2021,45236,3
5/7/2021,45237,1
5/7/2021,45238,3
5/7/2021,45239,3
5/7/2021,45240,4
5/7/2021,45243,2
5/7/2021,45248,2
5/7/2021,45249,3
5/7/2021,45255,3
5/8/2021,45002,1
5/8/2021,45205,2
5/8/2021,45206,4
5/8/2021,45208,1
5/8/2021,45211,4
5/8/2021,45212,1
5/8/2021,45213,1
5/8/2021,45215,1
5/8/2021,45216,1
5/8/2021,45217,1
5/8/2021,45219,2
5/8/2021,45223,2
5/8/2021,45224,3
5/8/2021,45225,2
5/8/2021,45230,2
5/8/2021,45231,4
5/8/2021,45232,1
5/8/2021,45239,6
5/8/2021,45240,1
5/8/2021,45247,2
5/8/2021,45248,1
5/8/2021,45251,3
5/8/2021,45255,1
5/9/2021,45205,1
5/9/2021,45206,1
5/9/2021,45208,1
5/9/2021,45211,1
5/9/2021,45213,1
5/9/2021,45214,1
5/9/2021,45215,2
5/9/2021,45217,2
5/9/2021,45223,1
5/9/2021,45224,1
5/9/2021,45229,2
5/9/2021,45231,2
5/9/2021,45236,1
5/9/2021,45238,1
5/9/2021,45239,1
5/9/2021,45240,3
5/9/2021,45241,1
5/9/2021,45242,5
5/9/2021,45244,1
5/9/2021,45249,1
5/9/2021,45255,1
5/10/2021,41015,1
5/10/2021,45002,4
5/10/2021,45030,2
5/10/2021,45203,1
5/10/2021,45204,1
5/10/2021,45205,5
5/10/2021,45207,1
5/10/2021,45211,3
5/10/2021,45212,1
5/10/2021,45214,2
5/10/2021,45215,1
5/10/2021,45224,1
5/10/2021,45225,1
5/10/2021,45229,1
5/10/2021,45230,1
5/10/2021,45231,5
5/10/2021,45236,1
5/10/2021,45237,3
5/10/2021,45238,5
5/10/2021,45239,4
5/10/2021,45240,2
5/10/2021,45242,4
5/10/2021,45247,3
5/10/2021,45248,1
5/10/2021,45251,1
5/11/2021,45002,1
5/11/2021,45202,1
5/11/2021,45203,1
5/11/2021,45204,1
5/11/2021,45205,3
5/11/2021,45206,2
5/11/2021,45209,1
5/11/2021,45211,7
5/11/2021,45214,2
5/11/2021,45215,1
5/11/2021,45216,1
5/11/2021,45220,1
5/11/2021,45223,4
5/11/2021,45224,4
5/11/2021,45225,4
5/11/2021,45227,4
5/11/2021,45229,3
5/11/2021,45230,1
5/11/2021,45231,1
5/11/2021,45232,3
5/11/2021,45236,1
5/11/2021,45237,1
5/11/2021,45238,7
5/11/2021,45239,1
5/11/2021,45240,3
5/11/2021,45242,4
5/11/2021,45244,2
5/11/2021,45246,1
5/11/2021,45247,1
5/11/2021,45251,1
5/11/2021,45255,1
5/12/2021,45002,2
5/12/2021,45205,3
5/12/2021,45211,2
5/12/2021,45212,1
5/12/2021,45213,1
5/12/2021,45214,1
5/12/2021,45215,1
5/12/2021,45219,1
5/12/2021,45223,2
5/12/2021,45224,1
5/12/2021,45229,4
5/12/2021,45230,2
5/12/2021,45231,1
5/12/2021,45232,1
5/12/2021,45236,2
5/12/2021,45237,3
5/12/2021,45238,4
5/12/2021,45239,6
5/12/2021,45240,3
5/12/2021,45242,1
5/12/2021,45248,1
5/12/2021,45251,2
5/12/2021,45253,1
5/12/2021,45255,1
5/13/2021,45002,3
5/13/2021,45140,1
5/13/2021,45202,1
5/13/2021,45205,1
5/13/2021,45207,2
5/13/2021,45211,2
5/13/2021,45213,1
5/13/2021,45214,3
5/13/2021,45215,1
5/13/2021,45219,1
5/13/2021,45220,1
5/13/2021,45223,2
5/13/2021,45224,1
5/13/2021,45226,1
5/13/2021,45227,3
5/13/2021,45229,2
5/13/2021,45230,2
5/13/2021,45231,4
5/13/2021,45232,3
5/13/2021,45233,4
5/13/2021,45237,3
5/13/2021,45238,6
5/13/2021,45240,1
5/13/2021,45242,2
5/13/2021,45244,1
5/13/2021,45248,1
5/14/2021,45002,2
5/14/2021,45204,1
5/14/2021,45205,2
5/14/2021,45211,1
5/14/2021,45214,1
5/14/2021,45215,2
5/14/2021,45219,1
5/14/2021,45220,1
5/14/2021,45223,3
5/14/2021,45224,1
5/14/2021,45225,2
5/14/2021,45229,2
5/14/2021,45230,1
5/14/2021,45231,7
5/14/2021,45232,2
5/14/2021,45236,1
5/14/2021,45237,3
5/14/2021,45238,4
5/14/2021,45239,2
5/14/2021,45240,3
5/14/2021,45241,1
5/14/2021,45247,1
5/14/2021,45248,1
5/14/2021,45249,1
5/14/2021,45251,5
5/14/2021,45255,1
5/15/2021,45201,1
5/15/2021,45202,1
5/15/2021,45204,1
5/15/2021,45205,2
5/15/2021,45207,1
5/15/2021,45208,1
5/15/2021,45211,1
5/15/2021,45212,2
5/15/2021,45214,1
5/15/2021,45215,2
5/15/2021,45216,1
5/15/2021,45219,1
5/15/2021,45223,2
5/15/2021,45224,3
5/15/2021,45225,2
5/15/2021,45229,1
5/15/2021,45231,1
5/15/2021,45236,2
5/15/2021,45237,2
5/15/2021,45238,3
5/15/2021,45239,1
5/15/2021,45240,2
5/15/2021,45248,1
5/15/2021,45251,1
5/15/2021,45255,1
5/16/2021,45140,3
5/16/2021,45202,1
5/16/2021,45205,2
5/16/2021,45207,1
5/16/2021,45211,2
5/16/2021,45215,1
5/16/2021,45224,2
5/16/2021,45229,1
5/16/2021,45231,1
5/16/2021,45232,4
5/16/2021,45233,1
5/16/2021,45237,2
5/16/2021,45238,5
5/16/2021,45240,4
5/16/2021,45241,1
5/16/2021,45242,2
5/16/2021,45243,1
5/16/2021,45244,1
5/16/2021,45251,3
5/17/2021,45002,1
5/17/2021,45202,2
5/17/2021,45203,1
5/17/2021,45205,3
5/17/2021,45209,1
5/17/2021,45211,3
5/17/2021,45212,2
5/17/2021,45213,1
5/17/2021,45215,4
5/17/2021,45224,1
5/17/2021,45225,1
5/17/2021,45227,2
5/17/2021,45229,2
5/17/2021,45231,4
5/17/2021,45232,3
5/17/2021,45233,2
5/17/2021,45236,1
5/17/2021,45238,5
5/17/2021,45239,2
5/17/2021,45247,1
5/17/2021,45248,2
5/17/2021,45249,1
5/17/2021,45251,1
5/17/2021,45252,1
5/18/2021,45002,1
5/18/2021,45030,1
5/18/2021,45202,1
5/18/2021,45205,3
5/18/2021,45207,1
5/18/2021,45208,1
5/18/2021,45211,5
5/18/2021,45212,1
5/18/2021,45215,3
5/18/2021,45219,1
5/18/2021,45221,1
5/18/2021,45224,2
5/18/2021,45225,2
5/18/2021,45229,2
5/18/2021,45230,1
5/18/2021,45231,5
5/18/2021,45236,1
5/18/2021,45238,2
5/18/2021,45239,2
5/18/2021,45240,4
5/18/2021,45246,1
5/18/2021,45248,4
5/18/2021,45251,3
5/18/2021,45255,1
5/19/2021,45002,1
5/19/2021,45030,1
5/19/2021,45140,2
5/19/2021,45202,1
5/19/2021,45205,1
5/19/2021,45206,1
5/19/2021,45214,3
5/19/2021,45215,3
5/19/2021,45219,1
5/19/2021,45220,2
5/19/2021,45223,1
5/19/2021,45224,2
5/19/2021,45225,3
5/19/2021,45227,2
5/19/2021,45229,1
5/19/2021,45230,2
5/19/2021,45231,2
5/19/2021,45232,2
5/19/2021,45237,1
5/19/2021,45238,6
5/19/2021,45239,3
5/19/2021,45248,1
5/19/2021,45249,1
5/19/2021,45251,4
5/20/2021,45052,1
5/20/2021,45140,2
5/20/2021,45202,12
5/20/2021,45205,1
5/20/2021,45206,1
5/20/2021,45207,1
5/20/2021,45211,3
5/20/2021,45214,2
5/20/2021,45215,1
5/20/2021,45216,1
5/20/2021,45218,1
5/20/2021,45220,3
5/20/2021,45223,1
5/20/2021,45224,1
5/20/2021,45225,1
5/20/2021,45227,2
5/20/2021,45229,2
5/20/2021,45231,5
5/20/2021,45232,2
5/20/2021,45236,2
5/20/2021,45237,4
5/20/2021,45238,2
5/20/2021,45240,2
5/20/2021,45244,2
5/20/2021,45248,1
5/20/2021,45249,1
5/20/2021,45251,1
5/21/2021,45202,1
5/21/2021,45205,1
5/21/2021,45206,1
5/21/2021,45211,1
5/21/2021,45224,5
5/21/2021,45225,9
5/21/2021,45229,2
5/21/2021,45230,1
5/21/2021,45231,9
5/21/2021,45236,2
5/21/2021,45237,1
5/21/2021,45238,2
5/21/2021,45239,1
5/21/2021,45240,2
5/21/2021,45242,1
5/21/2021,45246,2
5/21/2021,45248,2
5/21/2021,45251,1
5/21/2021,45252,1
5/22/2021,45205,2
5/22/2021,45207,2
5/22/2021,45211,1
5/22/2021,45215,2
5/22/2021,45220,1
5/22/2021,45231,1
5/22/2021,45232,1
5/22/2021,45233,1
5/22/2021,45240,1
5/22/2021,45242,1
5/22/2021,45248,3
5/23/2021,45030,2
5/23/2021,45140,1
5/23/2021,45205,1
5/23/2021,45207,1
5/23/2021,45208,1
5/23/2021,45215,1
5/23/2021,45223,2
5/23/2021,45224,2
5/23/2021,45225,1
5/23/2021,45237,1
5/23/2021,45238,1
5/23/2021,45239,3
5/23/2021,45240,1
5/23/2021,45241,2
5/23/2021,45242,1
5/23/2021,45248,1
5/23/2021,45251,1
5/24/2021,45140,2
5/24/2021,45207,1
5/24/2021,45208,1
5/24/2021,45211,3
5/24/2021,45213,1
5/24/2021,45216,1
5/24/2021,45223,1
5/24/2021,45225,2
5/24/2021,45226,1
5/24/2021,45230,1
5/24/2021,45231,1
5/24/2021,45233,1
5/24/2021,45236,1
5/24/2021,45238,4
5/24/2021,45240,2
5/24/2021,45242,1
5/24/2021,45247,1
5/24/2021,45248,1
5/24/2021,45249,2
5/24/2021,45251,1
5/24/2021,45252,1
5/25/2021,45202,1
5/25/2021,45205,4
5/25/2021,45207,3
5/25/2021,45213,1
5/25/2021,45215,1
5/25/2021,45220,1
5/25/2021,45223,3
5/25/2021,45224,3
5/25/2021,45229,2
5/25/2021,45231,2
5/25/2021,45232,2
5/25/2021,45237,2
5/25/2021,45238,1
5/25/2021,45240,2
5/25/2021,45242,1
5/25/2021,45248,1
5/26/2021,45002,1
5/26/2021,45204,1
5/26/2021,45205,1
5/26/2021,45211,1
5/26/2021,45213,2
5/26/2021,45216,1
5/26/2021,45219,1
5/26/2021,45220,1
5/26/2021,45225,2
5/26/2021,45231,1
5/26/2021,45233,2
5/26/2021,45237,2
5/26/2021,45238,2
5/26/2021,45239,2
5/26/2021,45240,1
5/26/2021,45246,1
5/26/2021,45252,1
5/27/2021,45001,2
5/27/2021,45052,1
5/27/2021,45202,1
5/27/2021,45205,3
5/27/2021,45206,1
5/27/2021,45207,1
5/27/2021,45213,1
5/27/2021,45214,1
5/27/2021,45220,1
5/27/2021,45224,1
5/27/2021,45229,1
5/27/2021,45231,1
5/27/2021,45233,1
5/27/2021,45238,5
5/27/2021,45239,2
5/27/2021,45240,1
5/27/2021,45241,1
5/27/2021,45248,2
5/27/2021,45251,3
5/27/2021,45252,2
5/27/2021,45255,1
5/28/2021,41017,1
5/28/2021,45002,1
5/28/2021,45140,1
5/28/2021,45211,3
5/28/2021,45213,1
5/28/2021,45215,2
5/28/2021,45217,1
5/28/2021,45220,1
5/28/2021,45224,1
5/28/2021,45225,1
5/28/2021,45229,1
5/28/2021,45231,2
5/28/2021,45232,1
5/28/2021,45236,1
5/28/2021,45237,1
5/28/2021,45238,1
5/28/2021,45239,3
5/28/2021,45242,1
5/28/2021,45243,1
5/28/2021,45248,1
5/29/2021,45052,1
5/29/2021,45204,1
5/29/2021,45205,2
5/29/2021,45212,1
5/29/2021,45223,1
5/29/2021,45227,1
5/29/2021,45231,3
5/29/2021,45237,1
5/29/2021,45238,2
5/29/2021,45240,1
5/29/2021,45251,1
5/30/2021,45211,1
5/30/2021,45212,1
5/30/2021,45220,1
5/30/2021,45231,1
5/30/2021,45236,1
5/30/2021,45238,1
5/30/2021,45239,1
5/30/2021,45249,1
5/30/2021,45252,1
5/31/2021,45030,1
5/31/2021,45140,1
5/31/2021,45207,1
5/31/2021,45208,1
5/31/2021,45211,2
5/31/2021,45215,1
5/31/2021,45216,2
5/31/2021,45223,1
5/31/2021,45224,1
5/31/2021,45225,1
5/31/2021,45230,1
5/31/2021,45236,1
5/31/2021,45237,2
5/31/2021,45238,1
5/31/2021,45239,1
5/31/2021,45246,1
5/31/2021,45248,1
5/31/2021,45249,2
6/1/2021,45140,1
6/1/2021,45205,1
6/1/2021,45209,1
6/1/2021,45211,7
6/1/2021,45213,2
6/1/2021,45215,1
6/1/2021,45220,1
6/1/2021,45227,1
6/1/2021,45229,1
6/1/2021,45231,1
6/1/2021,45232,1
6/1/2021,45238,1
6/1/2021,45239,1
6/1/2021,45240,1
6/1/2021,45241,1
6/1/2021,45243,1
6/2/2021,45140,1
6/2/2021,45204,2
6/2/2021,45205,1
6/2/2021,45207,1
6/2/2021,45216,2
6/2/2021,45217,2
6/2/2021,45224,1
6/2/2021,45229,2
6/2/2021,45231,3
6/2/2021,45238,1
6/2/2021,45239,1
6/2/2021,45240,1
6/2/2021,45241,1
6/2/2021,45249,1
6/3/2021,45030,1
6/3/2021,45215,1
6/3/2021,45223,1
6/3/2021,45224,3
6/3/2021,45229,1
6/3/2021,45230,1
6/3/2021,45239,1
6/3/2021,45240,2
6/3/2021,45247,1
6/3/2021,45249,2
6/3/2021,45251,1
6/4/2021,45052,1
6/4/2021,45206,1
6/4/2021,45211,1
6/4/2021,45217,1
6/4/2021,45220,1
6/4/2021,45231,1
6/4/2021,45232,1
6/4/2021,45236,1
6/4/2021,45242,1
6/4/2021,45246,1
6/5/2021,45203,1
6/5/2021,45211,1
6/5/2021,45214,1
6/5/2021,45219,1
6/5/2021,45223,1
6/5/2021,45224,1
6/5/2021,45231,1
6/5/2021,45236,1
6/5/2021,45238,1
6/5/2021,45244,1
6/5/2021,45246,1
6/6/2021,45030,1
6/6/2021,45052,1
6/6/2021,45209,1
6/6/2021,45212,1
6/6/2021,45216,1
6/6/2021,45223,1
6/6/2021,45232,1
6/6/2021,45237,3
6/6/2021,45238,2
6/6/2021,45239,2
6/6/2021,45241,1
6/6/2021,45246,1
6/6/2021,45247,1
6/6/2021,45248,1
6/6/2021,45251,1
6/7/2021,45174,1
6/7/2021,45202,2
6/7/2021,45205,1
6/7/2021,45211,2
6/7/2021,45215,2
6/7/2021,45224,1
6/7/2021,45225,1
6/7/2021,45226,1
6/7/2021,45231,1
6/7/2021,45236,3
6/7/2021,45237,1
6/7/2021,45238,3
6/7/2021,45239,1
6/7/2021,45243,3
6/7/2021,45247,1
6/7/2021,45251,1
6/7/2021,45252,1
6/7/2021,45255,1
6/8/2021,45205,1
6/8/2021,45206,1
6/8/2021,45211,4
6/8/2021,45212,2
6/8/2021,45225,1
6/8/2021,45229,2
6/8/2021,45231,1
6/8/2021,45236,4
6/8/2021,45237,2
6/8/2021,45238,1
6/8/2021,45240,1
6/8/2021,45242,1
6/8/2021,45244,1
6/8/2021,45246,2
6/8/2021,45247,1
6/8/2021,45248,1
6/8/2021,45249,2
6/8/2021,45251,1
6/8/2021,45255,1
6/9/2021,45202,1
6/9/2021,45205,1
6/9/2021,45211,1
6/9/2021,45215,3
6/9/2021,45220,1
6/9/2021,45229,1
6/9/2021,45231,2
6/9/2021,45237,1
6/9/2021,45238,6
6/9/2021,45240,1
6/9/2021,45244,1
6/9/2021,45251,2
6/10/2021,45030,1
6/10/2021,45212,2
6/10/2021,45214,1
6/10/2021,45217,1
6/10/2021,45237,1
6/10/2021,45239,1
6/10/2021,45240,2
6/10/2021,45242,1
6/11/2021,45140,3
6/11/2021,45205,2
6/11/2021,45211,3
6/11/2021,45213,1
6/11/2021,45214,1
6/11/2021,45215,1
6/11/2021,45216,2
6/11/2021,45224,1
6/11/2021,45225,1
6/11/2021,45229,1
6/11/2021,45230,1
6/11/2021,45231,1
6/11/2021,45237,2
6/11/2021,45238,2
6/11/2021,45240,2
6/11/2021,45242,1
6/11/2021,45247,2
6/11/2021,45248,3
6/11/2021,45249,1
6/11/2021,45251,1
6/12/2021,45212,1
6/12/2021,45213,2
6/12/2021,45225,1
6/12/2021,45231,1
6/12/2021,45236,1
6/12/2021,45238,2
6/12/2021,45239,1
6/12/2021,45242,1
6/12/2021,45246,3
6/12/2021,45248,1
6/13/2021,45030,1
6/13/2021,45230,1
6/13/2021,45240,1
6/13/2021,45251,1
6/14/2021,45205,3
6/14/2021,45208,3
6/14/2021,45212,1
6/14/2021,45217,1
6/14/2021,45219,1
6/14/2021,45223,1
6/14/2021,45224,1
6/14/2021,45227,1
6/14/2021,45236,1
6/14/2021,45237,1
6/14/2021,45238,2
6/14/2021,45239,1
6/14/2021,45240,3
6/14/2021,45243,1
6/14/2021,45246,1
6/14/2021,45252,1
6/15/2021,45030,1
6/15/2021,45202,1
6/15/2021,45207,1
6/15/2021,45211,1
6/15/2021,45212,1
6/15/2021,45215,1
6/15/2021,45224,2
6/15/2021,45225,1
6/15/2021,45230,1
6/15/2021,45236,2
6/15/2021,45238,1
6/16/2021,45205,2
6/16/2021,45208,1
6/16/2021,45212,1
6/16/2021,45215,2
6/16/2021,45223,1
6/16/2021,45226,1
6/16/2021,45238,1
6/16/2021,45249,1
6/17/2021,45002,1
6/17/2021,45205,1
6/17/2021,45212,5
6/17/2021,45214,1
6/17/2021,45231,1
6/17/2021,45237,1
6/17/2021,45247,1
6/17/2021,45249,1
6/17/2021,45251,2
6/18/2021,45030,2
6/18/2021,45140,1
6/18/2021,45202,3
6/18/2021,45205,1
6/18/2021,45211,2
6/18/2021,45212,1
6/18/2021,45216,1
6/18/2021,45225,1
6/18/2021,45227,1
6/18/2021,45237,2
6/18/2021,45238,1
6/18/2021,45240,1
6/18/2021,45242,2
6/18/2021,45247,1
6/18/2021,45252,1
6/19/2021,45052,1
6/19/2021,45206,1
6/19/2021,45207,1
6/19/2021,45211,1
6/19/2021,45229,1
6/19/2021,45231,1
6/19/2021,45240,1
6/19/2021,45246,2
6/20/2021,45205,1
6/20/2021,45211,1
6/20/2021,45215,1
6/20/2021,45239,1
6/20/2021,45240,1
6/20/2021,45241,1
6/20/2021,45251,1
6/21/2021,45202,1
6/21/2021,45206,2
6/21/2021,45208,1
6/21/2021,45211,2
6/21/2021,45227,1
6/21/2021,45231,2
6/21/2021,45237,1
6/21/2021,45238,1
6/21/2021,45239,2
6/21/2021,45241,1
6/21/2021,45246,1
6/22/2021,45140,1
6/22/2021,45203,1
6/22/2021,45205,2
6/22/2021,45215,1
6/22/2021,45218,1
6/22/2021,45230,1
6/22/2021,45231,4
6/22/2021,45233,1
6/22/2021,45236,2
6/22/2021,45239,1
6/22/2021,45241,1
6/22/2021,45248,2
6/22/2021,45251,1
6/23/2021,45030,1
6/23/2021,45220,1
6/23/2021,45224,1
6/23/2021,45229,1
6/23/2021,45231,2
6/23/2021,45238,2
6/23/2021,45240,4
6/23/2021,45248,1
6/23/2021,45252,1
6/24/2021,45211,1
6/24/2021,45212,2
6/24/2021,45215,2
6/24/2021,45220,1
6/24/2021,45230,1
6/24/2021,45237,1
6/24/2021,45240,1
6/25/2021,45211,2
6/25/2021,45215,1
6/25/2021,45216,1
6/25/2021,45218,1
6/25/2021,45220,1
6/25/2021,45224,1
6/25/2021,45225,1
6/25/2021,45230,1
6/25/2021,45231,2
6/25/2021,45237,1
6/25/2021,45238,2
6/25/2021,45240,1
6/26/2021,45030,1
6/26/2021,45140,1
6/26/2021,45202,1
6/26/2021,45205,1
6/26/2021,45212,1
6/26/2021,45225,1
6/26/2021,45231,1
6/26/2021,45238,2
6/26/2021,45239,1
6/26/2021,45240,1
6/26/2021,45241,1
6/26/2021,45243,1
6/26/2021,45251,1
6/26/2021,45255,1
6/27/2021,45030,1
6/27/2021,45207,1
6/27/2021,45211,1
6/27/2021,45212,1
6/27/2021,45214,1
6/27/2021,45231,3
6/27/2021,45237,1
6/27/2021,45244,1
6/28/2021,45211,3
6/28/2021,45215,1
6/28/2021,45216,3
6/28/2021,45231,1
6/28/2021,45238,1
6/28/2021,45244,2
6/29/2021,45002,1
6/29/2021,45140,1
6/29/2021,45202,1
6/29/2021,45211,1
6/29/2021,45212,1
6/29/2021,45215,2
6/29/2021,45231,1
6/29/2021,45236,1
6/29/2021,45237,1
6/29/2021,45246,1
6/29/2021,45249,1
6/30/2021,45030,1
6/30/2021,45208,1
6/30/2021,45209,1
6/30/2021,45212,1
6/30/2021,45223,1
6/30/2021,45227,2
6/30/2021,45230,2
6/30/2021,45238,3
6/30/2021,45241,3
6/30/2021,45243,1
6/30/2021,45244,1
7/1/2021,45140,1
7/1/2021,45202,1
7/1/2021,45206,1
7/1/2021,45207,2
7/1/2021,45212,1
7/1/2021,45215,1
7/1/2021,45227,1
7/1/2021,45231,3
7/1/2021,45236,2
7/1/2021,45237,3
7/1/2021,45243,3
7/1/2021,45246,3
7/1/2021,45249,3
7/2/2021,45205,1
7/2/2021,45209,1
7/2/2021,45211,1
7/2/2021,45212,1
7/2/2021,45215,1
7/2/2021,45223,1
7/2/2021,45227,1
7/2/2021,45236,1
7/2/2021,45237,1
7/2/2021,45238,2
7/2/2021,45239,1
7/2/2021,45240,2
7/2/2021,45241,1
